Current road restrictions
ID,Road,Name,District,Latitude,Longitude,RoadClass,Planned,SeverityOverride,Source,CreatedTime,LastUpdated,StartTime,EndTime,WorkPeriod,Expired,Signing,Notification,WorkEventType,Contractor,PermitType,Description,SpecialEvent,FromRoad,ToRoad,AtRoad,DirectionsAffected,Type,SubType,ScheduleMonday,ScheduleTuesday,ScheduleWednesday,ScheduleThursday,ScheduleFriday,ScheduleSaturday,ScheduleSunday,ScheduleEveryday,URL,GeoPolyline,MaxImpact,CurrImpact
"Tor-RDAR2024-6558-2","Grand Ave","Grand Ave at Dalesford Rd","ETOBICOKE","43.625880","-79.493650","Local Road","1","0","City of Toronto Construction","1735823467000","1738764007000","1735826400000","1750320000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","Dalesford Rd","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.493650,43.625880]","Low","None"
"Tor-RDAR2025-535-2","Yonge St","Yonge St at Hillsdale Ave W","TORONTO","43.703280","-79.397620","Major Arterial Road","1","0","Utility Work","1737666995000","1738764007000","1738591200000","1741939200000","Weekdays","0","","","Utility Work","Trinity Communication Service Ltd","Utility Work","Toronto-TMC: Fiber Pulling for Rogers","No","","","Hillsdale Ave W","ONE_DIRECTION","CONSTRUCTION","","09:00-04:00","09:00-04:00","09:00-04:00","09:00-04:00","09:00-04:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.397620,43.703280]","Medium","None"
"Tor-RDAR2024-6557-1","Smith Cres","Smith Cres at Cochrane Dr","ETOBICOKE","43.627200","-79.508240","Local Road","1","0","City of Toronto Construction","1735823467000","1738764007000","1735826400000","1750320000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","Cochrane Dr","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.508240,43.627200]","Low","None"
"Tor-RDAR2024-6564-2","Planning Boundary","Planning Boundary at Friendly Dr","ETOBICOKE","43.641350","-79.556210","Local Road","1","0","City of Toronto Construction","1735653720000","1738764007000","1735826400000","1750752000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","Friendly Dr","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.556210,43.641350]","Low","None"
"Tor-RDAR2025-650","Kennedy Rd","Kennedy Rd 43 m South of Hopecrest Cres to Foxridge Dr","SCARBOROUGH","43.724760","-79.264770","Major Arterial Road","1","0","Utility Work","1738243981000","1738764007000","1738591200000","1739350800000","Weekdays","0","","","Utility Work","YORK1 TELECOM & UTILITIES LTD.","Utility Work","Toronto-TMC: CUT PERMIT
PERMIT NUMBER: 990389001
ROGERS COMMUNICATIONS CANADA INC - RCF - RCF
CONTACT: John Lionti
Phone: (416) 442-2856
Reference No.: TP24-0656 MG/T216750
LOCATION: 615 KENNEDY RD at FOXRIDGE DR to HOPECREST CRES
Conduit, Directional Bore","No","Hopecrest Cres","Foxridge Dr","","ONE_DIRECTION","CONSTRUCTION","","09:00-04:00","09:00-04:00","09:00-04:00","09:00-04:00","09:00-04:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.264770,43.724760],[-79.264490,43.724090]","Medium","None"
"Tor-RDAR2024-6564-3","East Mall Park Trl","East Mall Park Trl at Friendly Dr","ETOBICOKE","43.641350","-79.556210","Local Road","1","0","City of Toronto Construction","1735653720000","1738764007000","1735826400000","1750752000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","Friendly Dr","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.556210,43.641350]","Low","None"
"Tor-RDAR2024-6564-4","Lormar Dr","Lormar Dr at Friendly Dr","ETOBICOKE","43.641350","-79.556210","Local Road","1","0","City of Toronto Construction","1735653720000","1738764007000","1735826400000","1750752000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","Friendly Dr","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.556210,43.641350]","Low","None"
"Tor-RDAR2025-535-1","Hillsdale Ave W","Hillsdale Ave W at Yonge St","TORONTO","43.703280","-79.397620","Major Arterial Road","1","0","Utility Work","1737666995000","1738764007000","1738591200000","1741939200000","Weekdays","0","","","Utility Work","Trinity Communication Service Ltd","Utility Work","Toronto-TMC: Fiber Pulling for Rogers","No","","","Yonge St","ONE_DIRECTION","CONSTRUCTION","","09:00-04:00","09:00-04:00","09:00-04:00","09:00-04:00","09:00-04:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.397620,43.703280]","Medium","None"
"Tor-RDAR2024-6560","Daniels St","Daniels St 45m East of McIntosh Ave","ETOBICOKE","43.629180","-79.496290","Local Road","1","0","City of Toronto Construction","1735795367000","1738764007000","1735826400000","1750752000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","McIntosh Ave","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.496290,43.629180]","Low","None"
"Tor-RDAR2024-6562-2","Uno Dr","Uno Dr at Edgecroft Rd","ETOBICOKE","43.629310","-79.508960","Local Road","1","0","City of Toronto Construction","1735795367000","1738764007000","1735826400000","1750752000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","Edgecroft Rd","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.508960,43.629310]","Low","None"
"Tor-RDAR2024-6557-2","Cochrane Dr","Cochrane Dr at Smith Cres","ETOBICOKE","43.627200","-79.508240","Local Road","1","0","City of Toronto Construction","1735823467000","1738764007000","1735826400000","1750320000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Decommission of monitoring wells","No","","","Smith Cres","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.508240,43.627200]","Low","None"
"Tor-RDAR2025-667","Bloor St W","Bloor St W 46m North of Indian Grv","TORONTO","43.655400","-79.458420","Major Arterial Road","1","0","City of Toronto Construction","1738179608000","1738764007000","1738591200000","1739178000000","Daily","0","","","City of Toronto Construction","Rabcon Contractors Ltd","City of Toronto Construction","Toronto-TMC: Disconect of existing sanitary service at 1700 Bloor St W
Sidewalk not imapacted.
Duration of work: 1 day","No","","","Indian Grv","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.458420,43.655400]","Medium","None"
"Tor-RDAR2024-6546-2","Valleymede Rd","Valleymede Rd at Dacre Cres","TORONTO","43.648570","-79.471390","Local Road","1","0","City of Toronto Construction","1735822763000","1738764007000","1735826400000","1750320000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Monitoring Well Decommissioning","No","","","Dacre Cres","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.471390,43.648570]","Low","None"
"Tor-RDAR2024-6546-3","Dacre Cres","Dacre Cres 243m North of Valleymede Rd","TORONTO","43.650490","-79.472820","Local Road","1","0","City of Toronto Construction","1735822763000","1738764007000","1735826400000","1750320000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Monitoring Well Decommissioning","No","","","Valleymede Rd","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.472820,43.650490]","Low","None"
"Tor-RDAR2024-6545-1","Valleymede Rd","Valleymede Rd at Ellis Park Rd","TORONTO","43.648490","-79.471190","Local Road","1","0","City of Toronto Construction","1735822763000","1738764007000","1735826400000","1750320000000","Daily","0","","","City of Toronto Construction","AECOM","City of Toronto Construction","Toronto-TMC: Monitoring Well Decommissioning","No","","","Ellis Park Rd","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-04:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.471190,43.648490]","Low","None"
"Tor-RDAR2025-840-1","Soudan Ave","Soudan Ave at Cowbell Lane","TORONTO","43.704570","-79.396800","Local Road","1","0","City of Toronto Construction","1738763937000","1738763937000","1738846800000","1738875600000","Daily","0","","","City of Toronto Construction","Utility Force Construction Inc.","City of Toronto Construction","Toronto-TMC: Sewer Main Lining 
1 days work 
PDO to assist 
need access to man hole.","No","","","Cowbell Lane","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.396800,43.704570]","Low","None"
"Tor-RDAR2025-840-2","Cowbell Lane","Cowbell Lane at Soudan Ave","TORONTO","43.704570","-79.396800","Local Road","1","0","City of Toronto Construction","1738763937000","1738763937000","1738846800000","1738875600000","Daily","0","","","City of Toronto Construction","Utility Force Construction Inc.","City of Toronto Construction","Toronto-TMC: Sewer Main Lining 
1 days work 
PDO to assist 
need access to man hole.","No","","","Soudan Ave","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","08:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.396800,43.704570]","Low","None"
"Tor-RDAR2025-812","Bloor St W","Bloor St W 56 m West of C N R to St Helen's Ave","TORONTO","43.657700","-79.445880","Major Arterial Road","1","0","Other","1738763145000","1738763145000","1739188800000","1739570400000","Continuous","0","","","Other","Graham Construction & Engineering Inc","Other","Toronto-TMC: Closure of Bloor Street on North Side of road and North sidewalk to complete installation of Street Lighting on the Bloor Bridge. Work to take approximately 5 working days.","No","C N R","St Helen's Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.445880,43.657700],[-79.445250,43.657830],[-79.445220,43.657830],[-79.445220,43.657830],[-79.443970,43.658070]","High","High"
"Tor-RDAR2025-760-1","Queen St W","Queen St W at Jameson Ave","TORONTO","43.640450","-79.437280","Major Arterial Road","1","0","Utility Work","1738762358000","1738762358000","1739196000000","1739221200000","Daily","0","","","Utility Work","ENBRIDGE GAS","Utility Work","Toronto-TMC: INSTALL ANODE IN THE ROAD WO#45617662","No","","","Jameson Ave","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.437280,43.640450]","High","None"
"Tor-RDAR2025-760-2","Jameson Ave","Jameson Ave at Queen St W","TORONTO","43.640450","-79.437280","Major Arterial Road","1","0","Utility Work","1738762358000","1738762358000","1739196000000","1739221200000","Daily","0","","","Utility Work","ENBRIDGE GAS","Utility Work","Toronto-TMC: INSTALL ANODE IN THE ROAD WO#45617662","No","","","Queen St W","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.437280,43.640450]","High","None"
"Tor-RDAR2025-511-2","Laird Dr","Laird Dr at Wicksteed Ave","EAST YORK","43.710370","-79.363500","Minor Arterial Road","1","0","Other","1738760032000","1738760032000","1738850400000","1738875600000","Daily","0","","","Other","GIP Inc","Other","Toronto-TMC: Investigation work for unknown pipes found at the intersection of Laird and Wicksteed. 1 day closure, re-opening same day at 4pm","No","","","Wicksteed Ave","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.363500,43.710370]","Low","None"
"Tor-RDAR2025-511-1","Wicksteed Ave","Wicksteed Ave at Laird Dr","EAST YORK","43.710370","-79.363500","Minor Arterial Road","1","0","Other","1738760032000","1738760032000","1738850400000","1738875600000","Daily","0","","","Other","GIP Inc","Other","Toronto-TMC: Investigation work for unknown pipes found at the intersection of Laird and Wicksteed. 1 day closure, re-opening same day at 4pm","No","","","Laird Dr","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.363500,43.710370]","Low","None"
"Tor-RDAR2025-511-3","McRae Dr","McRae Dr at Wicksteed Ave","EAST YORK","43.710370","-79.363500","Minor Arterial Road","1","0","Other","1738760032000","1738760032000","1738850400000","1738875600000","Daily","0","","","Other","GIP Inc","Other","Toronto-TMC: Investigation work for unknown pipes found at the intersection of Laird and Wicksteed. 1 day closure, re-opening same day at 4pm","No","","","Wicksteed Ave","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.363500,43.710370]","Low","None"
"9975139","McCowan Rd","NB McCowan Rd from Hollyhedge Dr to Lawrence Ave E","SCARBOROUGH","43.753550","-79.244702","Major Arterial Road","1","0","","1734710474000","1738756809000","1736251200000","1740787200000","Daily","0","","","","Npl Canada","","Toronto-TMC: All lanes are occupied due to gas main relocation. Bi-directional traffic will operate via flagging.","No","Hollyhedge Dr","Lawrence Ave E","","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.244702,43.753550],[-79.245030,43.754355],[-79.245402,43.755267],[-79.245423,43.755549]","High","High"
"Tor-RDAR2024-6329-2","Rufford Rd","Rufford Rd at Helsby Cres","ETOBICOKE","43.606930","-79.554720","Local Road","1","0","Other","1734100833000","1738756809000","1734004800000","1754002800000","Daily","0","","","Other","T2 Utility Engineers Inc.","Other","Toronto-TMC: T2UE WILL BE DOING TEST HOLES USING VACUUM EXCAVATION <= 1,600 PSI. THESE TEST HOLES WON'T TAKE MORE THAN HALF A DAY TO BE COMPLETED","No","","","Helsby Cres","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.554720,43.606930]","Low","Low"
"Tor-RDAR2024-6451","Steeles Ave W","Steeles Ave W 286m East of Dufferin St","NORTH YORK","43.787950","-79.466690","Major Arterial Road","1","0","Other","1736810721000","1738756809000","1736164800000","1756681200000","Daily","0","","","Other","Capital Sewer Services","Other","Toronto-TMC: Maple STS Rehabilitation - 21ECS-LU-02TT.","No","","","Dufferin St","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.466690,43.787950]","High","High"
"Tor-RDAR2024-6329-1","Helsby Cres","Helsby Cres at Rufford Rd","ETOBICOKE","43.606930","-79.554720","Local Road","1","0","Other","1734100833000","1738756809000","1734004800000","1754002800000","Daily","0","","","Other","T2 Utility Engineers Inc.","Other","Toronto-TMC: T2UE WILL BE DOING TEST HOLES USING VACUUM EXCAVATION <= 1,600 PSI. THESE TEST HOLES WON'T TAKE MORE THAN HALF A DAY TO BE COMPLETED","No","","","Rufford Rd","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.554720,43.606930]","Low","Low"
"Tor-RDAR2025-620","Drummond St","Drummond St 87m West of Royal York Rd","ETOBICOKE","43.612890","-79.498130","Local Road","1","0","Utility Work","1738177081000","1738756809000","1738065600000","1741939200000","Weekdays","0","","","Utility Work","Entera Utility Contractor","Utility Work","Toronto-TMC: Overhead hydro relocation","No","","","Royal York Rd","ONE_DIRECTION","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","07:00-04:00","07:00-04:00","07:00-04:00","07:00-04:00","07:00-04:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.498130,43.612890]","Low","None"
"Tor-RDAR2024-6336-2","Burnt Log Cres","Burnt Log Cres at Silverthorne Bush Dr","ETOBICOKE","43.634350","-79.580590","Local Road","1","0","Other","1734439421000","1738756809000","1734004800000","1754002800000","Daily","0","","","Other","T2 Utility Engineers Inc.","Other","Toronto-TMC: T2UE WILL BE DOING ONE TEST HOLE AT THE INTERSECTION OF BURN LOG CRESCENT AND SILVERTHORNE BUSH DRIVE USING VACUUM EXCAVATION <-1,500 PSI. LESS THAN HALF A DAY WILL BE NEEDED IN ORDER TO COMPLETE THIS TEST HOLE.","No","","","Silverthorne Bush Dr","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.580590,43.634350]","Low","Low"
"Tor-RDAR2025-762-1","George Henry Blvd","George Henry Blvd 42m South of Silkwood Cres","NORTH YORK","43.772240","-79.351630","Local Road","1","0","Utility Work","1738682977000","1738756809000","1738756800000","1738800000000","Continuous","0","","","Utility Work","Cablelync Utilities","Utility Work","Toronto-TMC: Dig and repair
all work being done in the boulevard
no sidewalk, Shoulder or road closure needed","No","","","Silkwood Cres","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","00:00-23:59","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.351630,43.772240]","Low","Low"
"Tor-RDAR2024-6336-1","Silverthorne Bush Dr","Silverthorne Bush Dr at Burnt Log Cres","ETOBICOKE","43.634350","-79.580590","Local Road","1","0","Other","1734439421000","1738756809000","1734004800000","1754002800000","Daily","0","","","Other","T2 Utility Engineers Inc.","Other","Toronto-TMC: T2UE WILL BE DOING ONE TEST HOLE AT THE INTERSECTION OF BURN LOG CRESCENT AND SILVERTHORNE BUSH DRIVE USING VACUUM EXCAVATION <-1,500 PSI. LESS THAN HALF A DAY WILL BE NEEDED IN ORDER TO COMPLETE THIS TEST HOLE.","No","","","Burnt Log Cres","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.580590,43.634350]","Low","Low"
"Tor-RDAR2025-800","Cedar Brae Blvd","Cedar Brae Blvd 83m South of Braeburn Blvd","SCARBOROUGH","43.748030","-79.235320","Local Road","1","0","City of Toronto Construction","1738694895000","1738756809000","1738670400000","1741647600000","Daily","0","","","City of Toronto Construction","Gio Crete Construction Ltd.","City of Toronto Construction","Toronto-TMC: Water and Sewer connection","No","","","Braeburn Blvd","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.235320,43.748030]","Low","Low"
"Tor-RDAR2024-6472","Lake Shore Blvd W","Lake Shore Blvd W at Fort York Blvd to 140 m Northeast of Martin Goodman Trl","TORONTO","43.635480","-79.406710","Major Arterial Road","1","0","Utility Work","1737158945000","1738756809000","1736164800000","1739750400000","Daily","0","","","Utility Work","Powerline Plus Ltd","Utility Work","Toronto-TMC: Building Cable chamber and duct installation","No","Fort York Blvd","Martin Goodman Trl","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.406710,43.635480],[-79.407000,43.635430],[-79.407470,43.635320],[-79.407620,43.635270],[-79.407620,43.635270],[-79.407810,43.635190],[-79.407980,43.635100],[-79.408120,43.635020],[-79.408260,43.634910],[-79.408520,43.634680],[-79.408710,43.634480],[-79.408710,43.634480],[-79.408790,43.634380],[-79.408850,43.634300],[-79.408910,43.634210],[-79.409040,43.634020],[-79.409200,43.633770],[-79.409310,43.633560],[-79.409410,43.633410],[-79.409460,43.633320],[-79.409520,43.633240],[-79.409660,43.633070],[-79.409770,43.632960],[-79.409870,43.632870],[-79.410010,43.632790],[-79.410200,43.632680],[-79.410460,43.632580],[-79.410960,43.632440],[-79.410960,43.632440],[-79.412870,43.631820]","High","High"
"Tor-RDAR2025-679","Cadorna Ave","Cadorna Ave 78m South of O'Connor Dr","EAST YORK","43.694630","-79.340890","Local Road","1","0","City of Toronto Construction","1738097965000","1738756809000","1738756800000","1739404800000","Daily","0","","","City of Toronto Construction","Rabcon Contractors Ltd","City of Toronto Construction","Toronto-TMC: Installation of new water and sanitary service for 121 Cadorna Ave
Sidewalk and dreiveway access will be maintained when required to do so.
Duration of work: 1 day +/-","No","","","O'Connor Dr","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.340890,43.694630]","Low","Low"
"Tor-RDAR2024-6401-1","Ln S Teignmouth E Earlscourt","Ln S Teignmouth E Earlscourt at Ln S Teignmouth E Nairn","YORK","43.685030","-79.450720","Local Road","1","0","City of Toronto Construction","1734443973000","1738756809000","1736769600000","1748646000000","Weekdays","0","","","City of Toronto Construction","Green Infrastructure Partners Inc.","City of Toronto Construction","Toronto-TMC: The work listed below is for City of Toronto BASEMENT FLOODING PROTECTION PROGRAM FAIRBANK SILVERTHORN CONTRACT 4, contract number 23ECS-MI-03FP. 

Installation of new combined 375mm diameter combined sewer on Earlscourt Avenue from Rogers Road to Teignmouth Avenue.
Installation of new 2100mm diameter storm sewer on Earlscourt Avenue from Rogers Road to Teignmouth Avenue.
Installation of new 600mm diameter storm sewer on Earlscourt Avenue from Rogers Road to Teignmouth Avenue.
Installation of new 600mm diameter storm sewer on Earlscourt Avenue from Teignmouth Avenue to Eversfield Avenue.
Installation of new 375mm diameter storm sewer on Eversfield Avenue Avenue from Teignmouth Avenue to Eversfield Avenue.
Installation of new High Inlet Catch basins.
Reconnection of service laterals and catch basin leads.","No","","","Ln S Teignmouth E Nairn","ONE_DIRECTION","CONSTRUCTION","","07:00-19:00","07:00-19:00","07:00-19:00","07:00-19:00","07:00-19:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.450720,43.685030]","Low","Low"
"Tor-RDAR2024-6401-2","Ln S Teignmouth E Nairn","Ln S Teignmouth E Nairn at Ln S Teignmouth E Earlscourt","YORK","43.685030","-79.450720","Local Road","1","0","City of Toronto Construction","1734443973000","1738756809000","1736769600000","1748646000000","Weekdays","0","","","City of Toronto Construction","Green Infrastructure Partners Inc.","City of Toronto Construction","Toronto-TMC: The work listed below is for City of Toronto BASEMENT FLOODING PROTECTION PROGRAM FAIRBANK SILVERTHORN CONTRACT 4, contract number 23ECS-MI-03FP. 

Installation of new combined 375mm diameter combined sewer on Earlscourt Avenue from Rogers Road to Teignmouth Avenue.
Installation of new 2100mm diameter storm sewer on Earlscourt Avenue from Rogers Road to Teignmouth Avenue.
Installation of new 600mm diameter storm sewer on Earlscourt Avenue from Rogers Road to Teignmouth Avenue.
Installation of new 600mm diameter storm sewer on Earlscourt Avenue from Teignmouth Avenue to Eversfield Avenue.
Installation of new 375mm diameter storm sewer on Eversfield Avenue Avenue from Teignmouth Avenue to Eversfield Avenue.
Installation of new High Inlet Catch basins.
Reconnection of service laterals and catch basin leads.","No","","","Ln S Teignmouth E Earlscourt","ONE_DIRECTION","CONSTRUCTION","","07:00-19:00","07:00-19:00","07:00-19:00","07:00-19:00","07:00-19:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.450720,43.685030]","Low","Low"
"Tor-RDAR2024-6401-3","Earlscourt Ave","Earlscourt Ave at Ln S Teignmouth E Earlscourt","YORK","43.685030","-79.450720","Local Road","1","0","City of Toronto Construction","1734443973000","1738756809000","1736769600000","1748646000000","Weekdays","0","","","City of Toronto Construction","Green Infrastructure Partners Inc.","City of Toronto Construction","Toronto-TMC: The work listed below is for City of Toronto BASEMENT FLOODING PROTECTION PROGRAM FAIRBANK SILVERTHORN CONTRACT 4, contract number 23ECS-MI-03FP. 

Installation of new combined 375mm diameter combined sewer on Earlscourt Avenue from Rogers Road to Teignmouth Avenue.
Installation of new 2100mm diameter storm sewer on Earlscourt Avenue from Rogers Road to Teignmouth Avenue.
Installation of new 600mm diameter storm sewer on Earlscourt Avenue from Rogers Road to Teignmouth Avenue.
Installation of new 600mm diameter storm sewer on Earlscourt Avenue from Teignmouth Avenue to Eversfield Avenue.
Installation of new 375mm diameter storm sewer on Eversfield Avenue Avenue from Teignmouth Avenue to Eversfield Avenue.
Installation of new High Inlet Catch basins.
Reconnection of service laterals and catch basin leads.","No","","","Ln S Teignmouth E Earlscourt","ONE_DIRECTION","CONSTRUCTION","","07:00-19:00","07:00-19:00","07:00-19:00","07:00-19:00","07:00-19:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.450720,43.685030]","Low","Low"
"Tor-RDAR2025-596","Welbrooke Pl","Welbrooke Pl 70m South of Rathburn Rd","ETOBICOKE","43.656930","-79.553270","Local Road","1","0","City of Toronto Construction","1738003909000","1738756809000","1738238400000","1739440800000","Weekdays","0","","","City of Toronto Construction","Gio Contracting","City of Toronto Construction","Toronto-TMC: Water and Sewer Connection","No","","","Rathburn Rd","ONE_DIRECTION","CONSTRUCTION","","07:00-05:00","07:00-05:00","07:00-05:00","07:00-05:00","07:00-05:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.553270,43.656930]","Low","None"
